ID,Pb,Pb_level,Pb_level_cat,Pb +/-,Cu,Cu +/-,Zn,Zn +/-,Ni,Ni +/-,Fe,Fe +/-,Cr,Cr +/-,Mn,Mn +/-,V,V +/-,ID_1,SmokingIndoors,HouseAge,Garden,ExteriorPeeling,InteriorPeeling,Pets,BrickConstruction,RecentRenovation,Housing_1,Housing,HeatingFuel,VacuumFrequency,Response Code,Occupant0_1.LeadExposureOccupation,Occupant0_1.LeadExposureHobby,Hobbies,MainFlooring,VacuumCleanerUsedOutside
AA0110,57,0,Low,3,730,11,1072,12,51,6,19662,123,62,3,211,4,35,2,AA0110,0,4,0,0,0,1,0,1,2017,0,Electricity; Gas,Weekly or more,,0,0,,Wood; tile,3
AA0064,59,0,Low,4,485,12,2294,24,79,9,8968,92,144,4,370,6,76,3,AA0064,0,4,0,0,0,1,1,0,2017,0,Electricity,Twice a month,,1,0,,Carpet,
AA0016,,,,,7.5,1.9,63,2,,,349,9,,,16.2,1.8,,,AA0016,0,4,0,0,0,0,0,1,2017,0,Electricity,Twice a month,,0,0,,Carpet,0
AA0076,37,0,Low,2,135,5,1028,10,58,5,17364,97,54,3,332,4,49.5,1.9,AA0076,0,3,1,0,0,0,0,1,2018,0,Gas,Weekly or more,,,0,,Carpet,0
AA0153,697,1,High,6,854,10,629,7,23,4,33611,147,32,3,499,5,39,1.9,AA0153,0,3,1,0,0,1,0,0,2018,0,Gas,Monthly or less,,0,1,"Astromy, Electronics, Guitar player",Wood,1
AA0017,17.4,0,Low,1.6,234,5,817,8,113,5,9122,58,149,3,206,3,25.9,1.3,AA0017,0,1,1,2,0,0,0,1,2020,0,Gas,Weekly,,0,0,,Wood,0
AA0025,28,0,Low,2,334,8,676,9,142,7,16114,106,84,3,401,5,53,2,AA0025,0,1,0,2,0,1,0,1,2020,0,Electricity,Weekly,,0,0,,Wood,0
AA0211,5.3,0,Low,1.3,97,4,1753,13,31,4,2961,30,73,3,152,3,38.8,1.8,AA0211,0,,0,2,0,0,0,0,,4,Electricity,Twice a month,,0,0,,Linoleum/vinyl,0
AA0094,5.9,0,Low,1.2,21,2,155,3,,,4617,34,10,1.5,103,2,15,1,AA0094,1,,0,0,0,1,0,0,,4,Electricity,Weekly or more,,0,0,,Carpet,0
AA0327,6,0,Low,1,16.5,1.9,120,2,,,4004,27,13.2,1.6,137,3,9.7,1.1,AA0327,,,,,,,,,,4,,,,,,,,
AA0432,7.5,0,Low,1.4,85,4,239,4,11,4,3065,30,,,92,3,248,10,AA0432,,,,,,,,,,4,,,,,,,,
AA0028,7.8,0,Low,1.1,23,2,103,3,,,1392,17,24.7,1.7,56,2,6.7,1,AA0028,0,,0,0,0,1,0,0,,4,Gas,Weekly,,1,0,,Carpet,0
AA0428,7.9,0,Low,1,286,4,302,4,14,3,3768,26,21.9,1.7,130,2,16.6,1.4,AA0428,,,,,,,,,,4,,,,,,,,
AA0207,8.3,0,Low,1.4,73,3,436,6,,,5630,43,48.8,2,179,3,14.8,1.1,AA0207,,,,,,,,,,4,,,,,,,,
AA0415,8.5,0,Low,1.1,30,2,204,3,,,6406,36,26.7,1.7,207,3,18,1.2,AA0415,,,,,,,,,,4,,,,,,,,
AA0067,8.8,0,Low,1.6,93,4,605,8,50,5,3602,39,139,4,287,5,42,3,AA0067,0,,0,2,1,0, ,1,,4,,Weekly,,0,0,,Carpet,0
AA0420,9.2,0,Low,1.1,73,3,2066,11,12,3,5642,34,25.7,1.7,150,3,21.1,1.4,AA0420,,,,,,,,,,4,,,,,,,,
AA0451,9.3,0,Low,1.7,9,3,621,9,19,5,2267,33,26,4,84,5,8,2,AA0451,,,,,,,,,,4,,,,,,n/a,n/a,n/a
AA0240,10.1,0,Low,1.4,32,3,173,4,,,5081,42,21,2,153,4,19.1,1.5,AA0240,,,,,,,,,,4,,,,,,,,
AA0205,10.5,0,Low,1.1,8.3,1.8,205,3,,,11459,52,20.4,1.7,146,2,7.8,0.9,AA0205,0,,0,0,0,0,0,0,,4,Electricity,Weekly,,0,0,,Carpet,0
AA0295,11.2,0,Low,1.3,49,3,495,6,33,4,3499,29,48.4,1.9,102,2,18.5,1.3,AA0295,,,,,,,,,,4,,,,,,,,
AA0250,12.7,0,Low,1.3,112,4,467,6,,,2982,28,80,2,85,3,6.6,1.1,AA0250,,,,,,,,,,4,,,,,,,,
AA0430,13.7,0,Low,1.2,121,4,735,6,395,7,6343,38,35.3,2,124,2,39,2,AA0430,,,,,,,,,,4,,,,,,,,
AA0421,14.3,0,Low,1.4,157,4,271,4,12,3,14965,72,37,2,360,4,51.9,1.7,AA0421,,,,,,,,,,4,,,,,,,,
AA0342,14.5,0,Low,1.5,55,3,698,8,20,4,3475,33,107,3,149,3,39.4,1.7,AA0342,,,,,,,,,,4,,,,,,,,
AA0080,15,0,Low,3,276,10,2129,24,128,10,8430,91,241,5,382,6,48,3,AA0080,,,,,,,,,,4,,,,,,,,
AA0237,16,0,Low,1.3,44,3,407,5,37,4,6206,40,31,3,180,4,40,3,AA0237,,,,,,,,,,4,,,,,,,,
AA0111,16.5,0,Low,1.4,45,3,247,4,10,3,7717,47,159,3,162,3,23.9,1.2,AA0111,1,,1,0,0,1,1,0,,4,Electricity,Twice a month,,0,0,,Carpet,0
AA0422,17.2,0,Low,1.3,66,3,579,6,,,10165,54,38,2,198,3,43.1,1.5,AA0422,,,,,,,,,,4,,,,,,,,
AA0105,17.4,0,Low,1.9,166,5,2045,16,112,6,8962,65,28,2,147,3,53.4,1.9,AA0105,1,,0,2,1,0,1,0,,4,Electricity,Twice a month,,2,0,,Wood,0
AA0429,17.5,0,Low,1.3,143,4,1072,8,116,4,7415,41,42.8,1.9,120,2,37.2,1.6,AA0429,,,,,,,,,,4,,,,,,,,
AA0210,17.7,0,Low,1.4,48,3,267,4,,,3189,29,17.1,2,105,3,16.9,1.3,AA0210,,,,,,,,,,4,,,,,,,,
AA0065,18,0,Low,3,352,11,1145,16,133,10,14723,131,152,4,414,6,52,3,AA0065,0,,0,0,0,1,1,0,,4,Electricity,Weekly,,0,0,,Carpet,
AA0140,18.2,0,Low,1.3,67,3,737,7,11,3,5224,35,114,2,146,3,24.7,1.4,AA0140,,,,,,,,,,4,,,,,,,,
AA0055,19,0,Low,2,195,6,754,10,72,6,12672,94,105,3,300,4,35,2,AA0055,1,,0,2,0,1,0,0,,4,Electricity ,Twice a month,,0,0,,Carpet,0
AA0063,19,0,Low,2,163,6,797,11,45,6,8398,74,66,3,295,5,31.5,2,AA0063,,,,,,,,,,4,,,,,,,,
AA0246,19.1,0,Low,1.3,58,3,692,6,20,3,6343,38,26.7,1.9,201,3,25,1.5,AA0246,,,,,,,,,,4,,,,,,,,
AA0242,19.5,0,Low,1.2,143,3,988,7,25,3,4788,31,174,3,106,2,15.1,1.1,AA0242,,,,,,,,,,4,,,,,,,,
AA0011,19.7,0,Low,1.8,374,7,1254,11,36,5,8657,61,63,2,217,3,30.9,1.8,AA0011,0,,0,0,0,0,1,1,,4,Electricity,Weekly,,0,1,shooting,Carpet,0
AA0418,19.8,0,Low,1.4,48,3,408,5,12,3,4630,34,34,2,150,3,13,1.4,AA0418,,,,,,,,,,4,,,,,,,,
AA0355,21,0,Low,1.3,149,4,815,7,81,4,7145,41,624,5,188,3,16,1.3,AA0355,,,,,,,,,,4,,,,,,,,
AA0417,21.9,0,Low,1.4,43,3,290,4,47,4,15734,72,59,3,452,5,68,2,AA0417,,,,,,,,,,4,,,,,,,,
AA0333,22.1,0,Low,1.7,802,9,1692,12,141,6,13273,74,345,4,258,4,46.7,1.8,AA0333,,,,,,,,,,4,,,,,,,,
AA0448,22.1,0,Low,1.5,98,3,429,5,18,3,12491,64,29,2,246,3,36.7,1.5,AA0448,,,,,,,,,,4,,,,,,,,
AA0245,22.6,0,Low,1.2,136,3,515,5,16,3,5989,35,300,4,147,3,31.2,1.4,AA0245,,,,,,,,,,4,,,,,,,,
AA0031,24,0,Low,2,296,8,1146,13,54,6,7819,68,31,3,176,3,129,5,AA0031,0,,0,0,0,0,1,0,,4,Electricity,Weekly,,0,0,,Carpet,0
AA0230,24.1,0,Low,1.4,83,3,370,5,20,3,16410,75,34,3,400,5,52.6,1.9,AA0230,,,,,,,,,,4,,,,,,,,
AA0039,24.7,0,Low,1.8,132,4,1012,10,24,4,10150,65,60,3,159,3,79,3,AA0039,1,,0,0,0,0,1,0,,4,Electricity,Twice a month,,0,0,,Linoleum/vinyl,0
AA0247,25.3,0,Low,1.4,144,4,878,7,22,3,5125,35,35,2,169,3,16,1.2,AA0247,,,,,,,,,,4,,,,,,,,
AA0091,26,0,Low,3,292,7,4517,30,33,6,19276,121,19,3,235,4,35,2,AA0091,1,,0,0,1,0,1,2,,4,Gas,Monthly,,0,0,,Wood,0
AA0264,26,0,Low,1.4,126,3,1185,8,33,3,9733,50,119,3,346,4,25.8,1.3,AA0264,,,,,,,,,,4,,,,,,,,
AA0118,27,0,Low,3,444,11,2859,26,94,8,11421,101,562,7,342,5,41,2,AA0118,0,,0,2,0,0,1,0,,4,Electricity,Weekly or more,,0,0,,Carpet,0
AA0321,27,0,Low,1.6,31,3,245,4,,,5572,39,37,2,160,3,13.5,1.3,AA0321,,,,,,,,,,4,,,,,,,,
AA0258,27.8,0,Low,1.4,77,3,480,5,23,3,16563,72,31,2,331,4,58.4,1.8,AA0258,,,,,,,,,,4,,,,,,,,
AA0345,27.9,0,Low,1.4,162,4,646,6,,,6193,38,42.9,1.9,142,3,26.6,1.3,AA0345,0,,0,0,0,0,0,0,,4,Electricity,Bi-Weekly,,0,0,n/a,Carpet,0
AA0121,28,0,Low,2,343,8,1836,16,51,6,8640,70,80,3,228,4,32,1.8,AA0121,0,,0,1,1,0,,0,,4,Gas,Monthly,,0,0,,Wood,0
AA0006,28.4,0,Low,2,148,5,697,8,,,6903,54,46,2,154,3,23.6,1.4,AA0006,,,,,,,,,,4,,,,,,,,
AA0026,28.7,0,Low,1.8,769,9,3792,21,51,5,12117,70,97,3,219,3,33.8,1.5,AA0026,0,,1,0,0,0,0,1,,4,Electricity,Weekly,,0,3,,Carpet; Tile,0
AA0206,29,0,Low,2,84,5,2891,21,40,6,40991,211,63,3,843,7,40,2,AA0206,,,,,,,,,,4,,,,,,,,
AA0244,29.6,0,Low,1.5,101,3,889,7,48,4,12514,59,30,2,251,4,48,2,AA0244,,,,,,,,,,4,,,,,,,,
AA0331,30,0,Low,1.2,33.7,1.9,192,3,9,2,3022,21,27.6,1.6,134,2,19,1.1,AA0331,,,,,,,,,,4,,,,,,,,
AA0297,30.4,0,Low,1.5,126,3,495,5,47,4,15418,69,80,3,400,4,61.7,1.9,AA0297,,,,,,,,,,4,,,,,,,,
AA0229,31.7,0,Low,1.3,69,2,310,4,,,4080,26,14.9,1.4,133,2,11.3,0.9,AA0229,,,,,,,,,,4,,,,,,,,
AA0119,34,0,Low,3,505,11,2895,25,148,9,10575,91,270,5,265,5,29,2,AA0119,0,,0,0,1,0,1,0,,4,Electricity,Weekly or more,,0,0,,Carpet,0
AA0354,34.3,0,Low,1.6,150,4,874,7,26,3,6422,40,40.5,1.8,122,2,13.1,1.1,AA0354,,,,,,,,,,4,,,,,,,,
AA0213,35,0,Low,2,170,6,725,10,47,6,6473,61,79,3,181,4,31.7,1.9,AA0213,,,,,,,,,,4,,,,,,,,
AA0171,35.2,0,Low,1.8,590,8,6847,31,164,6,4271,35,94,2,105,2,20.3,1.6,AA0171,1,,0,2,2,1,1,0,,4,Other,Weekly,,1,1,,Tile,1
AA0034,35.4,0,Low,2,233,6,982,10,69,5,8082,57,62,2,184,3,26.3,1.7,AA0034,1,,0,2,0,0,1,0,,4,Electricity,Monthly,,0,0,,Carpet,0
AA0436,35.8,0,Low,1.7,227,5,1096,9,41,4,13748,71,124,3,185,3,33.7,1.5,AA0436,,,,,,,,,,4,,,,,,,,
AA0318,36.8,0,Low,1.5,74,3,567,6,,,6327,39,17.6,1.6,229,3,12.9,1.1,AA0318,,,,,,,,,,4,,,,,,,,
AA0425,39,0,Low,1.6,52,3,811,7,9,3,9140,48,33,2,234,3,30.3,1.6,AA0425,,,,,,,,,,4,,,,,,,,
AA0277,39.5,0,Low,1.6,88,3,489,5,31,3,16417,73,35,2,292,4,55.2,1.9,AA0277,,,,,,,,,,4,,,,,,,,
AA0208,41,0,Low,5,218,12,449,14,220,17,13583,174,177,6,754,11,131,7,AA0208,,,,,,,,,,4,,,,,,,,
AA0139,41.7,0,Low,1.7,80,3,797,7,44,4,14958,70,33,2,367,4,28.7,1.5,AA0139,,,,,,,,,,4,,,,,,,,
AA0024,42,0,Low,2,208,6,679,8,58,5,10452,69,21,2,201,3,30,2,AA0024,0,,0,2,0,0,1,0,,4,Electricity,Weekly,,0,0,,Carpet,0
AA0108,42,0,Low,3,175,6,754,10,32,6,8017,69,49,3,189,4,24.2,1.7,AA0108,0,,0,2,0,0,0,0,,4,Electricity,Weekly or more,,0,0,,Carpet,0
AA0351,42.4,0,Low,1.6,87,3,859,7,25,3,12230,58,29,2,304,4,45.4,1.8,AA0351,,,,,,,,,,4,,,,,,,,
AA0215,43.9,0,Low,1.7,175,4,1206,9,23,3,7458,43,113,3,202,3,22.5,1.5,AA0215,,,,,,,,,,4,,,,,,,,
AA0262,46.2,0,Low,1.5,189,4,782,6,51,3,12692,54,38.1,1.9,272,3,25.6,1.3,AA0262,,,,,,,,,,4,,,,,,,,
AA0329,49.6,0,Low,1.4,59,2,360,4,12,2,6186,32,69.4,1.8,152,2,17,1,AA0329,,,,,,,,,,4,,,,,,,,
AA0322,51,0,Low,2,68,4,2067,16,55,5,9168,67,134,11,792,7,6707,35,AA0322,,,,,,,,,,4,,,,,,,,
AA0423,56.6,0,Low,1.8,83,3,444,5,,,8180,45,104,2,171,3,18.5,1.2,AA0423,,,,,,,,,,4,,,,,,,,
AA0020,58,0,Low,3,530,9,1006,11,115,7,12348,84,79,3,217,4,27.5,1.5,AA0020,,,,,,,,,,4,,,,,,,,
AA0066,59,0,Low,3,205,8,717,11,89,8,10096,92,124,4,321,6,54,3,AA0066,0,,0,0,0,1,1,0,,4,Electricity,Weekly,,1,0,,Carpet,0
AA0093,59,0,Low,2,199,5,916,9,52,5,7800,54,46,2,137,3,46,2,AA0093,0,,0,0,0,1,1,2,,4,Electricity,Twice a month,,0,0,,Carpet,0
AA0369,62.1,0,Low,1.7,157,4,927,7,21,3,5300,33,44.2,1.9,214,3,18.7,1.1,AA0369,,,,,,,,,,4,,,,,,,,
AA0287,64,0,Low,1.7,128,3,509,5,21,3,7142,38,114,2,211,3,25.7,1.1,AA0287,,,,,,,,,,4,,,,,,,,
AA0226,64.6,0,Low,1.9,302,5,765,7,29,3,12586,62,43,2,274,4,45.2,1.7,AA0226,,,,,,,,,,4,,,,,,,,
AA0241,66,0,Low,3,181,6,2522,18,50,5,13679,87,615,7,373,5,60,3,AA0241,,,,,,,,,,4,,,,,,,,
AA0224,66.4,0,Low,1.9,71,3,905,8,39,4,7847,45,34,2,202,3,24.6,1.4,AA0224,,,,,,,,,,4,,,,,,,,
AA0227,71,0,Low,2,202,5,883,8,36,4,19354,94,60,3,533,5,72,2,AA0227,,,,,,,,,,4,,,,,,,,
AA0239,80,,,2,280,6,1416,11,81,5,18385,91,54,3,349,4,53,2,AA0239,,,,,,,,,,4,,,,,,,,
AA0232,84,1,High,2,102,3,463,5,80,4,13428,62,45,2,257,3,39.7,1.7,AA0232,,,,,,,,,,4,,,,,,,,
AA0433,84,1,High,2,130,4,287,4,31,4,24220,105,53,3,406,5,77,2,AA0433,,,,,,,,,,4,,,,,,,,
AA0238,85,1,High,3,494,8,1845,15,94,6,8831,65,68,3,265,4,35,2,AA0238,,,,,,,,,,4,,,,,,,,
AA0220,87,1,High,2,213,4,1055,8,48,3,12347,58,233,3,251,3,41.5,1.5,AA0220,,,,,,,,,,4,,,,,,,,
AA0303,93,1,High,2,101,3,777,7,23,3,4191,31,35.6,1.9,167,3,23.3,1.4,AA0303,,,,,,,,,,4,,,,,,,,
AA0223,96,1,High,2,215,5,611,6,24,3,10317,57,78,3,380,4,46,2,AA0223,,,,,,,,,,4,,,,,,,,
AA0036,97,1,High,2,42,2,564,5,8,3,7669,41,24.3,1.9,192,3,41,2,AA0036,0,,0,0,1,1,0,0,,4,Electricity,Twice a month,,1,0,,Carpet,3
AA0198,101,1,High,3,81,4,763,9,55,5,110567,449,,,287,5,16,2,AA0198,,,,,,,,,,4,,,,,,,,
AA0018,105,1,High,3,253,6,1277,12,47,5,12699,81,60,3,298,4,38.5,2,AA0018,0,,0,1,1,0,0,1,,4,Electricity,Weekly,,0,0,,Carpet,0
AA0416,106,1,High,2,139,4,371,5,10,3,13615,65,34,2,306,4,32.4,1.6,AA0416,,,,,,,,,,4,,,,,,,,
AA0225,110.7,1,High,2,90,3,726,6,9,3,5443,31,37.5,1.7,138,2,16.8,1,AA0225,,,,,,,,,,4,,,,,,,,
AA0426,120,1,High,2,406,5,820,6,80,4,4964,31,82.6,2,140,2,17.1,1.2,AA0426,,,,,,,,,,4,,,,,,,,
AA0332,122,1,High,2,161,3,835,6,124,4,10407,47,141,3,205,3,32.4,1.3,AA0332,,,,,,,,,,4,,,,,,,,
AA0419,129,1,High,3,74,3,590,6,24,3,20948,91,64,3,461,4,57,2,AA0419,,,,,,,,,,4,,,,,,,,
AA0131,145,1,High,5,204,9,1301,18,107,10,24333,196,146,5,515,7,85,5,AA0131,0,,0,2,0,1,1,0,,4,Electricity,Twice a month,,0,0,,Carpet,0
AA0255,157,1,High,3,172,4,1289,9,207,6,19824,84,287,4,427,4,65,1.9,AA0255,,,,,,,,,,4,,,,,,,,
AA0234,158,1,High,2,481,6,3220,15,37,3,7860,42,58.9,2,163,3,24.5,1.3,AA0234,,,,,,,,,,4,,,,,,,,
AA0427,158,1,High,3,121,4,6446,25,39,3,6714,39,82,2,114,3,21.9,1.2,AA0427,,,,,,,,,,4,,,,,,,,
AA0424,162,1,High,3,208,4,424,5,27,3,10929,52,79,2,291,4,35.1,1.5,AA0424,,,,,,,,,,4,,,,,,,,
AA0325,181,1,High,3,123,3,785,7,41,3,10831,53,121,3,302,4,77,3,AA0325,,,,,,,,,,4,,,,,,,,
AA0072,185,1,High,4,1133,13,1127,11,74,6,20382,113,109,3,343,4,54.1,2,AA0072,,,,,,,0,,,4,,,,,,,,
AA0256,202,1,High,3,59,3,463,5,25,3,9941,53,43,2,254,4,42.5,1.6,AA0256,0,,1,0,0,1,0,0,,4,Electricity,Weekly,,0,1,stained glass crafting,Carpet,0
AA0233,205,1,High,3,130,3,437,5,41,3,21140,83,88,3,518,5,53,2,AA0233,,,,,,,,,,4,,,,,,,,
AA0236,244,1,High,4,130,4,558,6,51,4,28475,120,36,3,597,6,83,3,AA0236,,,,,,,,,,4,,,,,,,,
AA0335,249,1,High,3,92,3,1267,9,67,4,10383,55,42,2,203,3,83.7,2,AA0335,,,,,,,,,,4,,,,,,,,
AA0235,289,1,High,4,191,4,1413,10,53,4,16083,77,88,3,296,4,93,2,AA0235,,,,,,,,,,4,,,,,,,,
AA0249,418,1,High,4,180,4,1750,10,27,3,10938,53,157,3,228,3,45.7,1.7,AA0249,,,,,,,,,,4,,,,,,,,
AA0431,580,1,High,7,181,5,1276,12,60,5,16648,95,69,3,307,4,41.3,1.9,AA0431,,,,,,,,,,4,,,,,,,,
AA0228,965,1,High,7,130,4,1222,9,38,4,16584,75,69,3,376,4,49,1.9,AA0228,,,,,,,,,,4,,,,,,,,
AA0293,1542,1,High,9,217,5,1758,11,47,4,23727,101,78,3,397,5,91,3,AA0293,,,,,,,,,,4,,,,,,,,
AA0254,2009,1,High,10,411,6,1141,8,44,4,13973,65,69,2,252,3,68.6,1.8,AA0254,,,,,,,,,,4,,,,,,,,
AA0231,2328,1,High,13,397,6,1899,13,102,5,9971,57,195,3,242,4,57,2,AA0231,,,,,,,,,,4,,,,,,,,
AA0079,,,,,,,,,,,,,,,,,,,AA0079,,,,,,,,,,4,,,,,,,,
AA0097,,,,,17.6,1.7,110,2,,,1014,12,4,1.2,37.5,1.7,3.4,0.8,AA0097,0,,0,0,0,0,0,0,,4,Gas,Weekly or more,,0,1,shooting,Carpet,0
AA0098,,,,,,,,,,,,,,,,,,,AA0098,1,,0,2,0,1,1,0,,4,Electricity,Monthly,,0,0,,Carpet,0
AA0109,,,,,254,12,5708,56,657,22,11068,129,174,6,318,7,43,3,AA0109,0,,0,0,0,0,,0,,4,Electricity; Gas,Weekly or more,,1,0,,Carpet;Wood,3
AA0214,,,,,422,6,1033,8,22,3,3744,30,73,2,195,3,17.9,1.3,AA0214,0,,1,0,0,0,,0,,4,Gas,Weekly,,1,3,fishing,Carpet,0
AA0434,,,,,,,,,,,,,,,,,,,AA0434,,,,,,,,,,4,,,,,,,,
